ARREST_KEY,ARREST_DATE,PD_DESC,KY_CD,OFNS_DESC,ARREST_BORO,ARREST_PRECINCT,AGE_GROUP,PERP_SEX,Latitude,Longitude,Vict Age,Vict Sex,Arrest,City
266723417,2023-04-15,"CONTEMPT,CRIMINAL",359.0,OFFENSES AGAINST PUBLIC ADMINI,S,120,25-44,F,40.617672,-74.085758,,,True,New York
265574762,2023-03-23,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,K,75,25-44,U,40.66169022,-73.88756851,,,True,New York
268114844,2023-05-11,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,K,63,<18,M,40.614008,-73.922451,,,True,New York
266356732,2023-04-08,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,M,23,18-24,M,40.789341,-73.947351,,,True,New York
263249357,2023-02-08,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,Q,113,25-44,M,40.68197289,-73.7662999,,,True,New York
264551377,2023-03-04,AGGRAVATED HARASSMENT 2,361.0,OFF. AGNST PUB ORD SENSBLTY &,Q,101,25-44,M,40.60274,-73.750081,,,True,New York
267020139,2023-04-21,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,K,94,25-44,M,40.726956,-73.953115,,,True,New York
265661555,2023-03-25,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351.0,CRIMINAL MISCHIEF & RELATED OF,Q,114,25-44,M,40.7734737,-73.9170756,,,True,New York
270193633,2023-06-21,"CONTROLLED SUBSTANCE,INTENT TO",117.0,DANGEROUS DRUGS,Q,100,25-44,M,40.584039,-73.820724,,,True,New York
268837834,2023-05-25,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,M,18,45-64,M,40.766501,-73.982362,,,True,New York
267322334,2023-04-26,"TRESPASS 3, CRIMINAL",352.0,CRIMINAL TRESPASS,K,90,25-44,M,40.705964,-73.942125,,,True,New York
269540119,2023-06-08,"CONTROLLED SUBSTANCE, INTENT T",117.0,DANGEROUS DRUGS,Q,103,45-64,M,40.708972,-73.776671,,,True,New York
270410010,2023-06-26,"MURDER,UNCLASSIFIED",101.0,MURDER & NON-NEGL. MANSLAUGHTE,Q,103,18-24,M,40.707439,-73.792139,,,True,New York
267798343,2023-05-05,"CONTROLLED SUBSTANCE,INTENT TO",117.0,DANGEROUS DRUGS,B,52,25-44,M,40.859017,-73.904672,,,True,New York
269158634,2023-06-01,"CONTROLLED SUBSTANCE,SALE 3",117.0,DANGEROUS DRUGS,B,44,45-64,M,40.834594,-73.914382,,,True,New York
266222133,2023-04-05,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,B,52,25-44,M,40.86607022,-73.89438159,,,True,New York
263006856,2023-02-03,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,M,32,25-44,M,40.831221,-73.935749,,,True,New York
262095541,2023-01-18,"BURGLARY,RESIDENCE,NIGHT",107.0,BURGLARY,K,60,25-44,M,40.577258,-73.976436,,,True,New York
267114361,2023-04-22,"FORGERY,ETC.-MISD.",358.0,OFFENSES INVOLVING FRAUD,M,34,45-64,M,40.84914375,-73.93546964,,,True,New York
268215115,2023-05-13,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,Q,110,25-44,M,40.747488,-73.861749,,,True,New York
261799199,2023-01-12,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,B,45,25-44,M,40.835827,-73.833238,,,True,New York
263031580,2023-02-03,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,B,41,18-24,M,40.825463,-73.89294,,,True,New York
268637860,2023-05-22,"FORGERY,ETC.-MISD.",358.0,OFFENSES INVOLVING FRAUD,K,71,25-44,M,40.65794279,-73.9368656,,,True,New York
263879816,2023-02-19,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,M,25,45-64,M,40.789593,-73.929984,,,True,New York
264132916,2023-02-23,"CONTROLLED SUBSTANCE, INTENT T",117.0,DANGEROUS DRUGS,M,14,25-44,M,40.75535,-73.989309,,,True,New York
262984257,2023-02-03,RECKLESS ENDANGERMENT 1,126.0,MISCELLANEOUS PENAL LAW,B,43,25-44,M,40.824839,-73.854118,,,True,New York
268991119,2023-05-29,"MENACING,UNCLASSIFIED",344.0,ASSAULT 3 & RELATED OFFENSES,B,43,25-44,M,40.816579,-73.858026,,,True,New York
261328041,2023-01-04,AGGRAVATED HARASSMENT 2,361.0,OFF. AGNST PUB ORD SENSBLTY &,K,90,45-64,M,40.706283,-73.950348,,,True,New York
269162267,2023-06-01,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,M,25,25-44,M,40.795572,-73.932295,,,True,New York
267714565,2023-05-04,"CONTROLLED SUBSTANCE,POSSESS.",117.0,DANGEROUS DRUGS,K,75,45-64,M,40.650466,-73.869986,,,True,New York
269196696,2023-06-02,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,Q,115,25-44,M,40.7565675846374,-73.8759315341335,,,True,New York
267617430,2023-05-02,"CONTROLLED SUBSTANCE, INTENT T",117.0,DANGEROUS DRUGS,K,90,25-44,M,40.70907913,-73.95748856,,,True,New York
268855867,2023-05-25,"FRAUD,UNCLASSIFIED-FELONY",112.0,THEFT-FRAUD,Q,105,18-24,M,40.726284,-73.73476,,,True,New York
267579320,2023-05-02,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,B,52,25-44,F,40.869067,-73.8806,,,True,New York
269928754,2023-06-15,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,K,75,18-24,M,40.664545,-73.890103,,,True,New York
266022846,2023-04-01,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,S,121,25-44,M,40.6314576,-74.15807425,,,True,New York
263133552,2023-02-06,"FORGERY,ETC.-MISD.",358.0,OFFENSES INVOLVING FRAUD,M,19,18-24,M,40.76975024,-73.96060156,,,True,New York
264549913,2023-03-04,"CHILD, ENDANGERING WELFARE",233.0,SEX CRIMES,Q,102,25-44,M,40.69932415739,-73.831570887672,,,True,New York
268426499,2023-05-18,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,K,60,25-44,F,40.58478337,-73.9625504,,,True,New York
