ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12565085,JE474524,2021-12-12 01:30:00,007XX W 50TH ST,0810,THEFT,OVER $500,STREET,False,False,935,9.0,20.0,61.0,06,1172219.0,1871714.0,2021,12/19/2021 03:40:35 PM,41.803429487,-87.643914354,"(41.803429487, -87.643914354)"
12369135,JE233973,2021-02-14 23:30:00,048XX N DAMEN AVE,0890,THEFT,FROM BUILDING,RESIDENCE - GARAGE,False,False,2032,20.0,47.0,4.0,06,1162137.0,1932097.0,2021,05/20/2021 03:40:00 PM,41.969341473,-87.679201891,"(41.969341473, -87.679201891)"
12620232,JF146983,2022-02-17 02:00:00,076XX S PHILLIPS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,421,4.0,7.0,43.0,08B,1193859.0,1854712.0,2022,01/03/2023 03:40:27 PM,41.756271144,-87.565108328,"(41.756271144, -87.565108328)"
13164363,JG369329,2023-08-03 19:30:00,016XX N FAIRFIELD AVE,0810,THEFT,OVER $500,STREET,False,False,1421,14.0,26.0,24.0,06,1157787.0,1910737.0,2023,08/19/2023 03:40:26 PM,41.910818232,-87.695781008,"(41.910818232, -87.695781008)"
12415978,JE292336,2021-07-06 15:34:00,059XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,232,2.0,20.0,40.0,08B,1178171.0,1865754.0,2021,07/13/2021 03:41:01 PM,41.786941601,-87.622266441,"(41.786941601, -87.622266441)"
12099609,JD289775,2020-07-07 20:24:00,029XX N NEWCASTLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2511,25.0,36.0,18.0,08B,1130245.0,1918799.0,2020,07/14/2020 03:41:36 PM,41.93345857,-87.796776726,"(41.93345857, -87.796776726)"
12385829,JE255055,2021-06-05 17:15:00,007XX N ADA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1215,12.0,27.0,24.0,08B,1167196.0,1905078.0,2021,12/29/2021 03:40:26 PM,41.895092447,-87.661378646,"(41.895092447, -87.661378646)"
12502899,JE398451,2021-10-05 02:00:00,051XX S RUTHERFORD AVE,0810,THEFT,OVER $500,STREET,False,False,811,8.0,23.0,56.0,06,1132254.0,1869651.0,2021,10/12/2021 03:41:48 PM,41.798554399,-87.790535644,"(41.798554399, -87.790535644)"
12138147,JD335170,2020-08-17 03:20:00,008XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,True,True,123,1.0,4.0,32.0,08B,1177399.0,1896583.0,2020,08/25/2020 03:40:34 PM,41.871556324,-87.624163883,"(41.871556324, -87.624163883)"
12908293,JF492977,2022-11-30 11:42:00,007XX E 111TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,531,5.0,9.0,50.0,04A,1183356.0,1831503.0,2022,01/03/2023 03:40:27 PM,41.692833841,-87.60431945,"(41.692833841, -87.60431945)"
13076919,JG265269,2023-05-18 10:30:00,021XX S LAFLIN ST,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,1235,12.0,25.0,31.0,08B,1166703.0,1889711.0,2023,08/19/2023 03:40:26 PM,41.852934738,-87.663629657,"(41.852934738, -87.663629657)"
12330051,JE186664,2021-03-03 00:00:00,014XX W BELLE PLAINE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1912,19.0,47.0,6.0,06,1165928.0,1927326.0,2021,04/06/2021 03:39:30 PM,41.95616939,-87.665399168,"(41.95616939, -87.665399168)"
12683987,JF223756,2022-04-29 01:26:00,048XX S LOOMIS BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,933,9.0,20.0,61.0,08B,1167817.0,1872590.0,2022,01/03/2023 03:40:27 PM,41.805929086,-87.660033433,"(41.805929086, -87.660033433)"
13145719,JG347156,2023-07-19 08:15:00,021XX W FLETCHER ST,0810,THEFT,OVER $500,RESIDENCE,False,False,1931,19.0,32.0,5.0,06,1161568.0,1920898.0,2023,08/19/2023 03:40:26 PM,41.938622732,-87.681607258,"(41.938622732, -87.681607258)"
12350984,JE212430,2021-04-28 00:15:00,0000X W GOETHE ST,0810,THEFT,OVER $500,RESIDENCE,False,False,1824,18.0,2.0,8.0,06,1175600.0,1909046.0,2021,05/05/2021 03:41:09 PM,41.905796075,-87.63039381,"(41.905796075, -87.63039381)"
12666305,JF202653,2022-04-09 14:09:00,090XX S MAY ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,2222,22.0,21.0,73.0,03,1170239.0,1844915.0,2022,01/03/2023 03:40:27 PM,41.729933019,-87.65195455,"(41.729933019, -87.65195455)"
12797347,JF359653,2022-08-15 07:07:00,064XX N SHERIDAN RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,2432,24.0,49.0,1.0,06,1167108.0,1942847.0,2022,01/03/2023 03:40:27 PM,41.998734156,-87.660613118,"(41.998734156, -87.660613118)"
12165984,JD367596,2020-09-15 01:40:00,072XX S HARVARD AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,731,7.0,6.0,69.0,03,1175208.0,1857041.0,2020,09/22/2020 03:42:48 PM,41.763098893,-87.633390353,"(41.763098893, -87.633390353)"
12726127,JF275079,2022-06-10 20:25:00,028XX N PULASKI RD,5112,OTHER OFFENSE,GUN OFFENDER - DUTY TO REPORT CHANGE OF INFORMATION,STREET,True,False,2523,25.0,30.0,21.0,26,1149236.0,1918508.0,2022,01/03/2023 03:40:27 PM,41.93231269,-87.726992672,"(41.93231269, -87.726992672)"
12352724,JE214441,2021-04-29 21:35:00,043XX S CALIFORNIA AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,ALLEY,False,False,922,9.0,15.0,58.0,14,1158421.0,1875783.0,2021,05/06/2021 03:40:12 PM,41.814887905,-87.694407554,"(41.814887905, -87.694407554)"
11941432,JD103946,2020-01-04 10:12:00,075XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,2422,24.0,49.0,1.0,06,1162907.0,1949949.0,2020,01/11/2020 03:40:52 PM,42.018311737,-87.675866628,"(42.018311737, -87.675866628)"
12982536,JG152131,2023-02-13 21:00:00,079XX S TROY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,835,8.0,18.0,70.0,07,1156760.0,1851734.0,2023,08/19/2023 03:40:26 PM,41.748927682,-87.701148941,"(41.748927682, -87.701148941)"
12617955,JF144293,2022-02-13 07:00:00,096XX S WOODLAWN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,511,5.0,8.0,50.0,06,1185896.0,1841315.0,2022,01/03/2023 03:40:27 PM,41.719699786,-87.59471202,"(41.719699786, -87.59471202)"
12116563,JD309137,2020-07-25 05:00:00,002XX N WABASH AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,111,1.0,42.0,32.0,04B,1176768.0,1902013.0,2020,08/01/2020 03:41:55 PM,41.886470836,-87.626316276,"(41.886470836, -87.626316276)"
12462123,JE348025,2021-08-22 20:00:00,014XX S SACRAMENTO DR,0810,THEFT,OVER $500,PARK PROPERTY,False,False,1022,10.0,24.0,29.0,06,,,2021,08/29/2021 03:40:24 PM,,,
12786837,JF347389,2022-07-25 01:00:00,002XX N STATE ST,0810,THEFT,OVER $500,SIDEWALK,False,False,111,1.0,42.0,32.0,06,1176326.0,1901830.0,2022,01/03/2023 03:40:27 PM,41.885978655,-87.627944914,"(41.885978655, -87.627944914)"
13136846,JG336262,2023-07-11 01:00:00,031XX W WARREN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1222,12.0,27.0,27.0,08B,1155456.0,1900184.0,2023,08/19/2023 03:40:26 PM,41.881907051,-87.704628385,"(41.881907051, -87.704628385)"
11964002,JD130636,2020-01-27 16:00:00,013XX N BURLING ST,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,True,False,1822,18.0,27.0,8.0,03,1170992.0,1909156.0,2020,04/19/2020 03:41:20 PM,41.906200293,-87.647317249,"(41.906200293, -87.647317249)"
12988529,JG159354,2023-02-20 11:03:00,0000X S SPRINGFIELD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,VEHICLE NON-COMMERCIAL,True,False,1122,11.0,28.0,26.0,15,1150398.0,1899590.0,2023,08/19/2023 03:40:26 PM,41.880377229,-87.723216914,"(41.880377229, -87.723216914)"
12943325,JG105632,2023-01-05 12:30:00,130XX S TORRENCE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,434,4.0,10.0,55.0,14,1195766.0,1819235.0,2023,08/19/2023 03:40:26 PM,41.658871865,-87.559288387,"(41.658871865, -87.559288387)"
13137543,JG337422,2023-07-12 00:08:00,062XX S KEDZIE AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,823,8.0,14.0,66.0,07,1156131.0,1862906.0,2023,08/19/2023 03:40:26 PM,41.779598042,-87.70315393,"(41.779598042, -87.70315393)"
12592388,JF112895,2021-12-16 00:00:00,039XX W JACKSON BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1132,11.0,28.0,26.0,07,,,2021,01/15/2022 03:39:57 PM,,,
12399241,JE271987,2021-06-19 14:20:00,005XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,1834,18.0,42.0,8.0,06,1177337.0,1904027.0,2021,06/26/2021 03:40:32 PM,41.891984471,-87.62416567,"(41.891984471, -87.62416567)"
12428821,JE307857,2021-07-15 16:15:00,020XX S MICHIGAN AVE,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,131,1.0,3.0,33.0,06,1177529.0,1890588.0,2021,07/22/2021 03:41:50 PM,41.855102718,-87.623868495,"(41.855102718, -87.623868495)"
12976231,JG144458,2023-02-01 07:00:00,047XX N PULASKI RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1723,17.0,39.0,14.0,07,1148865.0,1931487.0,2023,08/19/2023 03:40:26 PM,41.967935281,-87.728019199,"(41.967935281, -87.728019199)"
11973057,JD141493,2020-02-05 20:19:00,085XX S COTTAGE GROVE AVE,0810,THEFT,OVER $500,DEPARTMENT STORE,False,False,632,6.0,8.0,44.0,06,1183049.0,1848622.0,2020,02/12/2020 03:40:33 PM,41.739817594,-87.604913162,"(41.739817594, -87.604913162)"
12723215,JF271609,2022-06-06 16:30:00,075XX S WABASH AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE - PORCH / HALLWAY,False,False,623,6.0,6.0,69.0,04A,1178025.0,1854947.0,2022,01/03/2023 03:40:27 PM,41.757289357,-87.623128962,"(41.757289357, -87.623128962)"
12570607,JE480441,2021-12-04 02:30:00,005XX S CLARK ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,GOVERNMENT BUILDING / PROPERTY,False,False,123,1.0,4.0,32.0,14,,,2021,12/18/2021 03:40:24 PM,,,
13053912,JG237515,2023-04-26 02:52:00,034XX W NORTH AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,1422,14.0,26.0,23.0,05,1153127.0,1910419.0,2023,08/19/2023 03:40:26 PM,41.910039386,-87.712908709,"(41.910039386, -87.712908709)"
11943807,JD106700,2020-01-06 19:45:00,049XX S LANGLEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,False,True,223,2.0,4.0,38.0,08B,1181762.0,1872411.0,2020,01/13/2020 03:41:18 PM,41.805126734,-87.608894322,"(41.805126734, -87.608894322)"
13202515,JG414504,2023-09-06 15:00:00,022XX E 100TH ST,0810,THEFT,OVER $500,STREET,False,False,431,4.0,7.0,51.0,06,1192598.0,1839096.0,2023,09/14/2023 03:43:09 PM,41.71345022,-87.570236958,"(41.71345022, -87.570236958)"
12833882,JF403855,2022-09-20 14:40:00,017XX W BELLE PLAINE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,1912,19.0,47.0,6.0,26,1164243.0,1927287.0,2022,01/03/2023 03:40:27 PM,41.956098243,-87.67159473,"(41.956098243, -87.67159473)"
13218429,JG433388,2023-09-21 15:50:00,082XX S MICHIGAN AVE,031A,ROBBERY,ARMED - HANDGUN,ALLEY,False,False,631,6.0,6.0,44.0,03,1178581.0,1850500.0,2023,09/29/2023 03:42:17 PM,41.745073663,-87.621226207,"(41.745073663, -87.621226207)"
12836584,JF339795,2022-07-26 16:56:00,006XX W OHARE ST,1821,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,GOVERNMENT BUILDING / PROPERTY,True,False,1654,16.0,41.0,76.0,18,,,2022,04/15/2023 03:40:20 PM,,,
12863583,JF438763,2022-10-17 20:15:00,036XX W 79TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,834,8.0,18.0,70.0,14,1153577.0,1851640.0,2022,01/03/2023 03:40:27 PM,41.748733314,-87.71281526,"(41.748733314, -87.71281526)"
12488377,JE380930,2021-09-19 17:45:00,001XX N STATE ST,0460,BATTERY,SIMPLE,DEPARTMENT STORE,False,False,111,1.0,42.0,32.0,08B,1176352.0,1900918.0,2021,09/26/2021 03:40:55 PM,41.883475491,-87.627876969,"(41.883475491, -87.627876969)"
13063759,JG249438,2022-11-09 12:01:00,003XX E 35TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,212,2.0,4.0,35.0,06,,,2022,05/06/2023 03:46:59 PM,,,
12721603,JF269713,2022-06-06 13:01:00,048XX W QUINCY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1533,15.0,28.0,25.0,08B,1144211.0,1898565.0,2022,01/03/2023 03:40:27 PM,41.877682952,-87.745960943,"(41.877682952, -87.745960943)"
11953990,JD118659,2020-01-17 03:40:00,069XX N GLENWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,BAR OR TAVERN,False,False,2431,24.0,49.0,1.0,05,1165577.0,1945961.0,2020,01/24/2020 03:41:56 PM,42.007311904,-87.66615591,"(42.007311904, -87.66615591)"
12461504,JE287251,2021-07-02 13:01:00,026XX S FEDERAL ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,True,False,133,1.0,3.0,35.0,18,,,2021,04/02/2022 03:39:30 PM,,,
12184285,JD387938,2020-10-03 23:58:00,006XX W 63RD ST,0610,BURGLARY,FORCIBLE ENTRY,GROCERY FOOD STORE,False,False,711,7.0,16.0,68.0,05,1172906.0,1863108.0,2020,10/10/2020 03:41:18 PM,41.779798546,-87.641648739,"(41.779798546, -87.641648739)"
13100708,JG293618,2023-06-06 15:22:00,019XX W 33RD ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,912,9.0,12.0,59.0,06,1163830.0,1882804.0,2023,08/19/2023 03:40:26 PM,41.834042232,-87.674368991,"(41.834042232, -87.674368991)"
12057969,JD240966,2020-05-24 00:32:00,037XX W PALMER ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False,2525,25.0,35.0,22.0,15,1151042.0,1914362.0,2020,05/31/2020 03:41:19 PM,41.920900468,-87.720464699,"(41.920900468, -87.720464699)"
12350451,JE211631,2021-04-26 12:00:00,004XX E OHIO ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,False,True,1834,18.0,42.0,8.0,20,1179501.0,1904294.0,2021,05/03/2021 03:40:30 PM,41.892667777,-87.616210158,"(41.892667777, -87.616210158)"
13108596,JG302954,2023-06-16 03:00:00,014XX W MONTROSE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1912,19.0,47.0,6.0,06,1165635.0,1929313.0,2023,08/19/2023 03:40:26 PM,41.961628063,-87.666419454,"(41.961628063, -87.666419454)"
12090566,JD279003,2020-06-27 22:00:00,032XX W WASHINGTON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - YARD (FRONT / BACK),False,False,1123,11.0,28.0,27.0,14,1154625.0,1900495.0,2020,07/04/2020 03:40:51 PM,41.882777132,-87.707671493,"(41.882777132, -87.707671493)"
12718130,JF265236,2022-06-02 15:55:00,117XX S MARSHFIELD AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,2234,22.0,34.0,75.0,06,1167518.0,1826850.0,2022,01/03/2023 03:40:27 PM,41.680418426,-87.662437948,"(41.680418426, -87.662437948)"
12304269,JE155593,2021-03-01 06:32:00,059XX S ARTESIAN AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,True,True,824,8.0,16.0,66.0,26,1161056.0,1865158.0,2021,03/08/2021 03:49:20 PM,41.785677376,-87.685035907,"(41.785677376, -87.685035907)"
11961270,JD127189,2020-01-23 22:15:00,004XX N STATE ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,False,False,1831,18.0,42.0,8.0,06,,,2020,01/30/2020 03:42:39 PM,,,
12444585,JE327374,2021-06-26 23:00:00,003XX N LONG AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1523,15.0,37.0,25.0,14,1140284.0,1901684.0,2021,08/07/2021 03:39:43 PM,41.886314728,-87.760303606,"(41.886314728, -87.760303606)"
12364019,JE228391,2021-05-13 02:15:00,001XX W LAKE ST,0560,ASSAULT,SIMPLE,STREET,True,False,122,1.0,42.0,32.0,08A,1175334.0,1901735.0,2021,05/20/2021 03:40:43 PM,41.885740288,-87.631590568,"(41.885740288, -87.631590568)"
12051510,JD233359,2020-05-15 16:59:00,048XX N BROADWAY,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESTAURANT,False,False,2033,20.0,46.0,3.0,10,1167431.0,1932661.0,2020,05/22/2020 03:42:38 PM,41.970776543,-87.65971961,"(41.970776543, -87.65971961)"
12730317,JF276850,2022-06-11 18:30:00,051XX W GRACE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1634,16.0,45.0,15.0,07,1141503.0,1924780.0,2022,01/03/2023 03:40:27 PM,41.949670219,-87.755255383,"(41.949670219, -87.755255383)"
12659368,JF194198,2022-04-01 16:00:00,001XX N PINE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1523,15.0,29.0,25.0,07,1139479.0,1900503.0,2022,01/03/2023 03:40:27 PM,41.883088627,-87.763288609,"(41.883088627, -87.763288609)"
12723984,JF272483,2022-06-08 16:30:00,014XX S CANAL ST,1330,CRIMINAL TRESPASS,TO LAND,NURSING / RETIREMENT HOME,True,False,124,1.0,11.0,28.0,26,1173362.0,1893147.0,2022,01/03/2023 03:40:27 PM,41.862218265,-87.639087164,"(41.862218265, -87.639087164)"
12268408,JE111390,2021-01-09 08:30:00,033XX W DOUGLAS BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1021,10.0,24.0,29.0,07,1154503.0,1893261.0,2021,01/16/2021 03:40:24 PM,41.862928711,-87.708312909,"(41.862928711, -87.708312909)"
13051071,JG234113,2023-04-22 16:00:00,045XX S WABASH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,215,2.0,3.0,38.0,07,1177478.0,1874860.0,2023,08/19/2023 03:40:26 PM,41.811945022,-87.624532026,"(41.811945022, -87.624532026)"
13047939,JG230374,2023-04-19 18:00:00,035XX N JANSSEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1922,19.0,44.0,6.0,07,1166012.0,1923558.0,2023,08/19/2023 03:40:26 PM,41.945828032,-87.665198352,"(41.945828032, -87.665198352)"
12178846,JD382607,2020-09-28 20:47:00,077XX S ESSEX AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,True,421,4.0,7.0,43.0,04A,1194205.0,1854074.0,2020,09/07/2021 03:41:02 PM,41.754511937,-87.563861247,"(41.754511937, -87.563861247)"
13024295,JG202436,2023-03-28 16:00:00,084XX S INGLESIDE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,632,6.0,8.0,44.0,26,1184022.0,1849325.0,2023,08/19/2023 03:40:26 PM,41.741724047,-87.60132636,"(41.741724047, -87.60132636)"
13191535,JG401590,2023-08-26 00:01:00,034XX N MARSHFIELD AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1922,19.0,47.0,6.0,06,1164710.0,1922904.0,2023,09/03/2023 03:43:16 PM,41.944061173,-87.670002638,"(41.944061173, -87.670002638)"
12424375,JE302654,2021-07-15 15:30:00,073XX S STONY ISLAND AVE,0890,THEFT,FROM BUILDING,HOSPITAL BUILDING / GROUNDS,False,False,324,3.0,8.0,43.0,06,1188199.0,1856438.0,2021,07/22/2021 03:41:50 PM,41.761144264,-87.585795754,"(41.761144264, -87.585795754)"
12328593,JE185003,2021-03-30 16:30:00,043XX N SHERIDAN RD,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1915,19.0,46.0,3.0,14,1168812.0,1929247.0,2021,04/06/2021 03:40:17 PM,41.96137851,-87.65474101,"(41.96137851, -87.65474101)"
12896828,JF479544,2022-11-18 12:00:00,076XX S SANGAMON ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,621,6.0,17.0,71.0,05,1171302.0,1854078.0,2022,01/03/2023 03:40:27 PM,41.755054371,-87.647793064,"(41.755054371, -87.647793064)"
12738498,JF289720,2022-06-22 11:57:00,002XX N STATE ST,0860,THEFT,RETAIL THEFT,STREET,True,False,111,1.0,42.0,32.0,06,1176322.0,1901994.0,2022,01/03/2023 03:40:27 PM,41.886428771,-87.627954653,"(41.886428771, -87.627954653)"
12144662,JD342759,2020-08-23 14:20:00,072XX S PERRY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,731,7.0,6.0,69.0,14,1176649.0,1857050.0,2020,08/30/2020 03:41:24 PM,41.763091292,-87.628108584,"(41.763091292, -87.628108584)"
13148317,JG350349,2023-07-21 14:30:00,123XX S WALLACE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,523,5.0,9.0,53.0,08B,1174546.0,1822977.0,2023,08/19/2023 03:40:26 PM,41.669637236,-87.636826702,"(41.669637236, -87.636826702)"
12445744,JE328798,2021-08-06 19:38:00,001XX E 83RD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,632,6.0,6.0,44.0,15,1178747.0,1850006.0,2021,08/13/2021 03:40:27 PM,41.743714297,-87.620632953,"(41.743714297, -87.620632953)"
12204286,JD412023,2020-10-26 17:44:00,048XX W FULTON ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SIDEWALK,True,False,1532,15.0,28.0,25.0,18,1144146.0,1901498.0,2020,12/17/2020 03:40:05 PM,41.885732678,-87.746125922,"(41.885732678, -87.746125922)"
12853237,JF427329,2022-10-08 22:05:00,033XX W LAWRENCE AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,1713,17.0,33.0,14.0,26,1153087.0,1931690.0,2022,01/03/2023 03:40:27 PM,41.968409424,-87.71248973,"(41.968409424, -87.71248973)"
12868253,JF445309,2022-10-23 00:30:00,091XX S ST LAWRENCE AVE,0810,THEFT,OVER $500,ALLEY,False,False,633,6.0,9.0,44.0,06,1181834.0,1844687.0,2022,01/03/2023 03:40:27 PM,41.729047632,-87.609485958,"(41.729047632, -87.609485958)"
12978538,JG147137,2023-02-10 04:30:00,008XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,123,1.0,4.0,32.0,08B,1177400.0,1896564.0,2023,08/19/2023 03:40:26 PM,41.871504164,-87.624160788,"(41.871504164, -87.624160788)"
13031448,JG210755,2023-04-04 03:05:00,0000X N HOYNE AVE,0880,THEFT,PURSE-SNATCHING,STREET,False,False,1223,12.0,27.0,28.0,06,1162409.0,1900232.0,2023,08/19/2023 03:40:26 PM,41.881896155,-87.679095718,"(41.881896155, -87.679095718)"
12162410,JD363420,2020-09-11 06:50:00,084XX S KIMBARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,412,4.0,8.0,45.0,14,1186452.0,1849268.0,2020,09/18/2020 03:41:05 PM,41.741510566,-87.592424836,"(41.741510566, -87.592424836)"
12689103,JF225897,2022-04-20 12:00:00,013XX N ASHLAND AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1433,14.0,2.0,24.0,06,1165481.0,1909029.0,2022,01/03/2023 03:40:27 PM,41.905970953,-87.66756476,"(41.905970953, -87.66756476)"
12588054,JF107542,2022-01-09 11:00:00,088XX S COLFAX AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,423,4.0,7.0,46.0,08B,1195022.0,1846968.0,2022,01/03/2023 03:40:27 PM,41.734992408,-87.561100954,"(41.734992408, -87.561100954)"
13001013,JG174458,2023-03-04 19:00:00,010XX N ORLEANS ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1823,18.0,27.0,8.0,05,1173716.0,1907473.0,2023,08/19/2023 03:40:26 PM,41.901521838,-87.637361218,"(41.901521838, -87.637361218)"
12347284,JE207712,2021-04-15 21:00:00,029XX N CLARK ST,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,1934,19.0,44.0,6.0,06,1171056.0,1919699.0,2021,04/27/2021 03:39:30 PM,41.935129397,-87.646772094,"(41.935129397, -87.646772094)"
12205073,JD413003,2020-10-27 23:34:00,076XX S SOUTH CHICAGO AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,GAS STATION,True,False,411,4.0,5.0,45.0,26,1186357.0,1854748.0,2020,12/17/2020 03:40:05 PM,41.756550472,-87.592600053,"(41.756550472, -87.592600053)"
12239374,JD452499,2020-11-07 00:01:00,064XX N SHERIDAN RD,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,2432,24.0,49.0,1.0,06,1167121.0,1942715.0,2020,12/17/2020 03:40:05 PM,41.998371665,-87.660569111,"(41.998371665, -87.660569111)"
12745504,JF298451,2022-06-29 10:25:00,083XX S MAY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,613,6.0,21.0,71.0,08B,1170108.0,1849411.0,2022,01/03/2023 03:40:27 PM,41.74227352,-87.652304113,"(41.74227352, -87.652304113)"
12272677,JE116348,2021-01-18 14:49:00,090XX S ABERDEEN ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True,2222,22.0,21.0,73.0,06,1170572.0,1844869.0,2021,01/25/2021 03:41:52 PM,41.729799548,-87.65073601,"(41.729799548, -87.65073601)"
12037788,JD217584,2020-04-25 23:30:00,010XX E 41ST PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,214,2.0,4.0,36.0,14,1184059.0,1877766.0,2020,05/02/2020 03:41:59 PM,41.819767809,-87.600302468,"(41.819767809, -87.600302468)"
12409159,JE283881,2021-06-29 17:00:00,096XX S HALSTED ST,0560,ASSAULT,SIMPLE,APARTMENT,False,False,2223,22.0,21.0,73.0,08A,1172681.0,1840770.0,2021,07/06/2021 03:40:43 PM,41.718505159,-87.643130543,"(41.718505159, -87.643130543)"
